171,000171,FUERZA DE TAREA,14 ENERO 2020,10,1,291,10,44,126,126,0,7,7,
172,000172,FUERZA DE TAREA,14 ENERO 2020,20,1,169,10,41,90,90,0,5,5,
173,000173,FUERZA DE TAREA,14 ENERO 2020,9,1,545,10,40,18,18,0,1,1,
174,000174,FUERZA DE TAREA,14 ENERO 2020,9,1,545,10,40,126,126,0,7,7,
175,000175,FUERZA DE TAREA,14 ENERO 2020,58,1,285,10,45,126,126,0,7,7,
176,000176,FUERZA DE TAREA,14 ENERO 2020,11,1,403,10,40,162,162,0,9,9,
177,000177,FUERZA DE TAREA,14 ENERO 2020,8,1,21,10,45,144,144,0,8,8,
178,000178,FUERZA DE TAREA,14 ENERO 2020,30,1,33,10,42,162,162,0,9,9,
179,000179,FUERZA DE TAREA,14 ENERO 2020,30,1,33,10,44,162,162,0,9,9,
180,000180,FUERZA DE TAREA,14 ENERO 2020,30,1,33,10,41,108,108,0,6,6,
181,000181,FUERZA DE TAREA,14 ENERO 2020,30,1,33,10,44,126,126,0,7,7,
182,000182,FUERZA DE TAREA,14 ENERO 2020,30,1,33,10,45,36,36,0,2,2,
183,000183,FUERZA DE TAREA,14 ENERO 2020,30,1,33,10,39,126,126,0,7,7,
184,000184,FUERZA DE TAREA,14 ENERO 2020,30,1,33,10,39,126,126,0,7,7,
185,000185,FUERZA DE TAREA,14 ENERO 2020,30,1,33,10,40,144,144,0,8,8,
186,000186,FUERZA DE TAREA,14 ENERO 2020,43,1,531,10,39,90,90,0,5,5,
187,000187,FUERZA DE TAREA,15 ENERO 2020,20,1,256,10,44,90,90,0,5,5,
188,000188,FUERZA DE TAREA,15 ENERO 2020,56,1,549,10,25,162,162,0,9,9,
189,000189,FUERZA DE TAREA,15 ENERO 2020,56,1,549,10,39,162,162,0,9,9,
190,000190,FUERZA DE TAREA,15 ENERO 2020,56,1,549,10,44,54,54,0,3,3,
191,000191,FUERZA DE TAREA,15 ENERO 2020,10,1,550,10,39,162,162,0,9,9,
192,000192,FUERZA DE TAREA,15 ENERO 2020,15,1,260,10,39,144,144,0,8,8,
193,000193,FUERZA DE TAREA,15 ENERO 2020,15,1,260,10,25,126,126,0,7,7,
194,000194,FUERZA DE TAREA,15 ENERO 2020,13,1,101,10,42,54,54,0,3,3,
195,000195,FUERZA DE TAREA,15 ENERO 2020,13,1,101,10,44,144,144,0,8,8,
196,000196,FUERZA DE TAREA,15 ENERO 2020,4,1,18,10,39,144,144,0,8,8,
197,000197,FUERZA DE TAREA,15 ENERO 2020,4,1,18,10,25,144,144,0,8,8,
198,000198,FUERZA DE TAREA,15 ENERO 2020,4,1,18,10,44,162,162,0,9,9,
199,000199,FUERZA DE TAREA,15 ENERO 2020,58,1,278,10,39,180,180,0,10,10,
200,000200,FUERZA DE TAREA,15 ENERO 2020,58,1,278,10,42,180,180,0,10,10,
201,000201,FUERZA DE TAREA,15 ENERO 2020,58,1,278,10,44,108,108,0,6,6,
202,000202,FUERZA DE TAREA,15 ENERO 2020,58,1,278,10,44,180,180,0,10,10,
203,000203,FUERZA DE TAREA,15 ENERO 2020,21,1,396,10,25,162,162,0,9,9,
204,000204,FUERZA DE TAREA,15 ENERO 2020,21,1,396,10,39,144,144,0,8,8,
205,000205,FUERZA DE TAREA,15 ENERO 2020,9,1,178,10,44,126,126,0,7,7,
206,000206,FUERZA DE TAREA,15 ENERO 2020,9,1,178,10,39,18,18,0,1,1,
207,000207,FUERZA DE TAREA,15 ENERO 2020,8,1,426,10,42,162,162,0,9,9,
208,000208,FUERZA DE TAREA,15 ENERO 2020,2,1,59,10,44,180,180,0,10,10,
209,000209,FUERZA DE TAREA,15 ENERO 2020,32,1,415,10,42,180,180,0,10,10,
210,000210,FUERZA DE TAREA,15 ENERO 2020,32,1,415,10,39,144,144,0,8,8,
211,000211,FUERZA DE TAREA,15 ENERO 2020,11,1,403,10,42,162,162,0,9,9,
212,000212,FUERZA DE TAREA,15 ENERO 2020,14,1,551,10,44,144,144,0,8,8,
213,000213,FUERZA DE TAREA,15 ENERO 2020,14,1,551,10,42,180,180,0,10,10,
214,000214,FUERZA DE TAREA,15 ENERO 2020,30,1,33,10,25,50,50,0,1,1,SE LE MINISTRAN 50 CARTUCHOS AL DIRECTOR DE LA U.P.M. FUERZA DE TAREA
215,000215,FUERZA DE TAREA,15 ENERO 2020,30,1,33,10,42,144,144,0,8,8,
216,000216,FUERZA DE TAREA,15 ENERO 2020,30,1,33,10,44,108,108,0,6,6,
217,000217,FUERZA DE TAREA,15 ENERO 2020,30,1,33,10,39,36,36,0,2,2,
218,000218,FUERZA DE TAREA,15 ENERO 2020,30,1,33,10,45,144,144,0,8,8,
219,000219,FUERZA DE TAREA,16 ENERO 2020,20,1,463,10,39,126,126,0,7,7,
220,000220,FUERZA DE TAREA,16 ENERO 2020,13,1,30,10,25,180,180,0,10,10,
221,000221,FUERZA DE TAREA,16 ENERO 2020,13,1,30,10,44,126,126,0,7,7,
222,000222,FUERZA DE TAREA,16 ENERO 2020,10,1,356,10,25,162,162,0,9,9,
223,000223,FUERZA DE TAREA,16 ENERO 2020,14,1,64,10,42,108,108,0,6,6,
224,000224,FUERZA DE TAREA,16 ENERO 2020,14,1,64,10,44,144,144,0,8,8,
225,000225,FUERZA DE TAREA,16 ENERO 2020,32,1,508,10,44,144,144,0,8,8,
226,000226,FUERZA DE TAREA,16 ENERO 2020,32,1,508,10,25,126,126,0,7,7,
227,000227,FUERZA DE TAREA,16 ENERO 2020,32,1,508,10,39,90,90,0,5,5,
228,000228,FUERZA DE TAREA,16 ENERO 2020,15,1,83,10,44,162,162,0,9,9,
229,000229,FUERZA DE TAREA,16 ENERO 2020,15,1,83,10,39,72,72,0,4,4,
230,000230,FUERZA DE TAREA,16 ENERO 2020,21,1,143,10,41,162,162,0,9,9,
231,000231,FUERZA DE TAREA,16 ENERO 2020,21,1,143,10,25,144,144,0,8,8,
232,000232,FUERZA DE TAREA,16 ENERO 2020,2,1,59,10,44,162,162,0,9,9,
233,000233,FUERZA DE TAREA,16 ENERO 2020,8,1,21,10,44,144,144,0,8,8,
234,000234,FUERZA DE TAREA,16 ENERO 2020,11,1,403,10,39,180,180,0,10,10,
235,000235,FUERZA DE TAREA,16 ENERO 2020,43,1,476,10,39,108,108,0,6,6,
236,000236,FUERZA DE TAREA,16 ENERO 2020,58,1,441,10,39,144,144,0,8,8,
237,000237,FUERZA DE TAREA,16 ENERO 2020,58,1,441,10,25,144,144,0,8,8,
238,000238,FUERZA DE TAREA,16 ENERO 2020,58,1,441,10,44,126,126,0,7,7,
239,000239,FUERZA DE TAREA,16 ENERO 2020,9,1,545,10,39,108,108,0,6,6,
240,000240,FUERZA DE TAREA,17 ENERO 2020,13,1,391,10,40,162,162,0,9,9,
241,000241,FUERZA DE TAREA,17 ENERO 2020,13,1,391,10,39,90,90,0,5,5,
242,000242,FUERZA DE TAREA,17 ENERO 2020,30,1,33,10,39,126,126,0,7,7,
243,000243,FUERZA DE TAREA,17 ENERO 2020,30,1,33,10,39,162,162,0,9,9,
244,000244,FUERZA DE TAREA,17 ENERO 2020,30,1,33,10,25,36,36,0,2,2,
245,000245,FUERZA DE TAREA,17 ENERO 2020,30,1,33,10,39,126,126,0,7,7,
246,000246,FUERZA DE TAREA,17 ENERO 2020,30,1,33,10,39,144,144,0,8,8,
247,000247,FUERZA DE TAREA,17 ENERO 2020,30,1,33,10,25,144,144,0,8,8,
248,000248,FUERZA DE TAREA,17 ENERO 2020,10,1,291,10,25,180,180,0,10,10,
249,000249,FUERZA DE TAREA,17 ENERO 2020,10,1,291,10,25,72,72,0,4,4,
250,000250,FUERZA DE TAREA,17 ENERO 2020,9,1,178,10,39,144,144,0,8,8,
251,000251,FUERZA DE TAREA,17 ENERO 2020,32,1,422,10,39,144,144,0,8,8,
252,000252,FUERZA DE TAREA,17 ENERO 2020,32,1,422,10,25,162,162,0,9,9,
253,000253,FUERZA DE TAREA,17 ENERO 2020,21,1,238,10,25,180,180,0,10,10,
254,000254,FUERZA DE TAREA,17 ENERO 2020,21,1,238,10,42,162,162,0,9,9,
